customer_id,first_purchase,last_purchase,total_orders,total_revenue,avg_order_value,city,rfm_segment,churn_risk
CUS027228,2021-02-26,2022-08-08,3,93823,31274,Hà Nội,Lost,0.818
CUS004386,2024-01-07,2024-02-20,2,353709,176854,Hà Nội,Potential Loyalists,0.406
CUS023563,2019-10-25,2022-10-24,1,89465,89465,Hải Phòng,Lost,0.673
CUS006671,2023-06-10,2024-02-02,8,321613,40202,TP.HCM,Potential Loyalists,0.233
CUS023230,2021-07-01,2022-04-11,1,31198,31198,TP.HCM,Lost,0.891
CUS021897,2019-12-22,2023-03-05,1,65113,65113,TP.HCM,Lost,0.98
CUS011482,2022-10-13,2023-08-04,3,478964,159655,Cần Thơ,Hibernating,0.638
CUS022359,2019-05-31,2022-07-14,3,55115,18372,Hải Phòng,Lost,0.744
CUS025656,2022-03-08,2022-07-16,1,72189,72189,TP.HCM,Lost,0.492
CUS020857,2021-11-26,2022-05-25,1,42478,42478,TP.HCM,Lost,0.73
CUS025474,2021-11-03,2023-02-28,2,37853,18926,TP.HCM,Lost,0.813
CUS012865,2022-03-08,2023-09-04,1,202535,202535,TP.HCM,Hibernating,0.796
CUS022733,2019-12-31,2022-07-04,2,28147,14074,Hà Nội,Lost,0.949
CUS019497,2021-09-22,2023-01-15,2,218001,109000,TP.HCM,Lost,0.779
CUS008695,2023-03-31,2024-01-25,6,633228,105538,Hà Nội,At Risk,0.549
CUS018013,2022-02-20,2023-01-30,3,155630,51877,TP.HCM,Lost,0.821
CUS023919,2021-10-28,2022-06-23,1,207069,207069,Cần Thơ,Lost,0.641
CUS005273,2023-08-20,2024-03-07,6,493524,82254,TP.HCM,Potential Loyalists,0.273
CUS017905,2019-11-17,2022-07-05,1,68118,68118,Hà Nội,Lost,0.788
CUS024067,2019-07-03,2022-04-29,2,80245,40122,TP.HCM,Lost,0.769
CUS002575,2023-02-10,2024-02-25,14,971145,69368,TP.HCM,Loyal,0.149
CUS006501,2023-09-13,2024-02-16,2,399159,199580,TP.HCM,Potential Loyalists,0.498
CUS017562,2021-01-22,2022-10-20,1,100627,100627,TP.HCM,Lost,0.81
CUS010006,2021-12-04,2023-07-12,1,383532,383532,Hà Nội,Hibernating,0.741
CUS005862,2023-04-25,2024-01-30,6,601825,100304,TP.HCM,Potential Loyalists,0.324
CUS016769,2021-06-07,2023-01-13,2,92826,46413,Hà Nội,Lost,0.793
CUS014931,2020-03-18,2022-09-19,1,89059,89059,TP.HCM,Lost,0.973
CUS026239,2020-01-20,2022-05-20,1,137423,137423,TP.HCM,Lost,0.922
CUS015517,2022-01-30,2023-03-07,2,68830,34415,TP.HCM,Lost,0.966
CUS025642,2020-12-20,2022-08-23,2,67386,33693,TP.HCM,Lost,0.871
CUS026717,2020-10-23,2023-03-01,2,57095,28548,Hà Nội,Lost,0.766
CUS000005,2022-12-30,2024-03-22,25,17987327,719493,TP.HCM,Champions,0.279
CUS016090,2022-01-17,2022-06-02,1,69343,69343,Hà Nội,Lost,0.783
CUS021324,2020-07-21,2022-10-27,1,48885,48885,TP.HCM,Lost,0.775
CUS010916,2021-06-12,2023-10-21,6,617571,102928,Đà Nẵng,Hibernating,0.548
CUS014863,2020-01-18,2023-02-02,2,64404,32202,Hà Nội,Lost,0.626
CUS001866,2021-12-12,2024-03-21,10,1417918,141792,TP.HCM,Loyal,0.346
CUS004090,2022-07-11,2024-03-10,14,2088642,149189,TP.HCM,Loyal,0.375
CUS018591,2021-12-24,2022-08-09,1,26418,26418,Hà Nội,Lost,0.777
CUS009712,2023-01-13,2023-10-03,7,529352,75622,Hà Nội,Hibernating,0.594
CUS016297,2021-11-09,2022-04-04,2,61128,30564,Hà Nội,Lost,0.794
CUS019132,2021-09-06,2022-06-25,1,30014,30014,Hà Nội,Lost,0.785
CUS001569,2022-11-02,2024-02-19,8,1455527,181941,Hà Nội,Loyal,0.285
CUS018986,2020-03-30,2022-08-13,1,103025,103025,Hà Nội,Lost,0.547
CUS011794,2021-04-30,2023-09-06,6,455028,75838,Đà Nẵng,Hibernating,0.589
CUS012831,2021-06-08,2023-06-19,5,411177,82235,TP.HCM,Hibernating,0.741
CUS018132,2020-04-23,2022-11-21,2,113136,56568,TP.HCM,Lost,0.828
CUS016718,2019-06-25,2022-06-01,3,53222,17741,TP.HCM,Lost,0.869
CUS027281,2019-08-07,2022-11-09,2,101614,50807,Cần Thơ,Lost,0.606
CUS016167,2021-07-15,2022-04-06,2,70574,35287,Đà Nẵng,Lost,0.668
CUS026801,2022-03-14,2022-06-02,2,57761,28880,TP.HCM,Lost,0.821
CUS019100,2021-01-01,2022-06-01,2,87420,43710,TP.HCM,Lost,0.777
CUS018850,2020-05-09,2023-01-19,1,25301,25301,TP.HCM,Lost,0.99
CUS009081,2021-08-27,2023-05-28,1,590723,590723,TP.HCM,Hibernating,0.606
CUS001065,2023-01-16,2024-03-19,12,7808869,650739,Hà Nội,Champions,0.106
CUS013858,2021-08-16,2023-07-10,5,200746,40149,Hà Nội,Hibernating,0.742
CUS020985,2021-07-25,2022-04-08,1,59664,59664,TP.HCM,Lost,0.848
CUS004201,2023-08-19,2024-03-07,1,238851,238851,TP.HCM,Potential Loyalists,0.442
CUS005309,2023-07-25,2024-02-27,1,374571,374571,TP.HCM,Potential Loyalists,0.48
CUS019513,2020-08-21,2022-06-06,4,47938,11984,Hà Nội,Lost,0.938
CUS007334,2023-04-07,2024-02-02,6,269003,44834,TP.HCM,Potential Loyalists,0.392
CUS006107,2023-09-02,2024-01-30,2,244663,122332,TP.HCM,Potential Loyalists,0.234
CUS009964,2023-02-21,2023-11-19,3,120944,40315,TP.HCM,Hibernating,0.831
CUS000333,2022-11-26,2024-03-16,18,2145168,119176,TP.HCM,Champions,0.067
CUS003990,2022-08-10,2024-02-25,12,1150226,95852,TP.HCM,Loyal,0.389
CUS026578,2019-09-22,2022-08-05,2,119949,59974,TP.HCM,Lost,0.804
CUS023677,2019-12-14,2022-05-24,2,31416,15708,Hải Phòng,Lost,0.62
CUS020500,2019-10-12,2022-05-16,1,56609,56609,TP.HCM,Lost,0.99
CUS003693,2022-12-01,2024-03-18,12,558975,46581,TP.HCM,Loyal,0.336
CUS006867,2023-04-12,2024-03-06,7,421285,60184,TP.HCM,Potential Loyalists,0.487
CUS007463,2023-05-21,2023-12-27,8,1064685,133086,TP.HCM,At Risk,0.551
CUS013197,2021-11-26,2023-06-14,1,144404,144404,Hà Nội,Hibernating,0.544
CUS014543,2019-06-28,2022-08-05,1,74362,74362,TP.HCM,Lost,0.812
CUS016690,2020-09-30,2022-04-14,1,143934,143934,TP.HCM,Lost,0.849
CUS013253,2022-12-24,2023-07-31,2,215757,107878,Hà Nội,Hibernating,0.601
CUS007815,2023-06-18,2024-01-27,8,272767,34096,Hà Nội,At Risk,0.46
CUS027727,2019-10-07,2023-03-07,1,105715,105715,Hà Nội,Lost,0.921
CUS021742,2021-07-20,2022-04-03,1,21705,21705,TP.HCM,Lost,0.82
CUS022833,2020-02-01,2022-07-14,1,43804,43804,TP.HCM,Lost,0.965
CUS006735,2023-09-25,2024-02-25,7,215301,30757,TP.HCM,Potential Loyalists,0.432
CUS012851,2022-09-28,2023-07-28,2,162390,81195,TP.HCM,Hibernating,0.41
CUS022137,2019-11-04,2022-04-18,3,65743,21914,TP.HCM,Lost,0.947
CUS014686,2019-08-30,2023-01-05,3,33154,11051,TP.HCM,Lost,0.921
CUS027440,2021-09-28,2022-05-19,3,125467,41822,TP.HCM,Lost,0.787
CUS010492,2021-08-19,2023-04-20,3,303332,101111,Hà Nội,Hibernating,0.597
CUS022937,2019-05-29,2022-11-24,1,14797,14797,Hà Nội,Lost,0.863
CUS004468,2023-07-23,2024-03-11,2,1617369,808684,TP.HCM,Potential Loyalists,0.49
CUS017320,2021-05-09,2022-05-20,1,207610,207610,TP.HCM,Lost,0.802
CUS020321,2020-04-10,2022-06-13,2,107976,53988,TP.HCM,Lost,0.94
CUS009431,2021-05-12,2023-11-29,1,354986,354986,TP.HCM,Hibernating,0.59
CUS005170,2023-05-18,2024-02-24,5,298036,59607,Cần Thơ,Potential Loyalists,0.261
CUS007727,2022-12-04,2023-12-06,7,610301,87186,Hà Nội,At Risk,0.651
CUS015066,2021-05-24,2022-10-11,1,49105,49105,Hà Nội,Lost,0.698
CUS007946,2023-04-21,2023-12-06,2,870334,435167,TP.HCM,At Risk,0.622
CUS005632,2023-04-30,2024-03-06,2,616621,308310,Hải Phòng,Potential Loyalists,0.308
CUS008733,2023-05-27,2023-12-25,8,586046,73256,TP.HCM,At Risk,0.648
CUS024923,2020-08-10,2022-09-10,2,125900,62950,TP.HCM,Lost,0.773
CUS007415,2022-05-09,2023-12-06,7,842853,120408,Hà Nội,At Risk,0.55
CUS011925,2023-03-22,2023-05-04,2,151150,75575,Đà Nẵng,Hibernating,0.601
CUS008679,2022-04-30,2023-12-16,5,336562,67312,TP.HCM,At Risk,0.756
CUS008057,2023-07-31,2024-01-17,9,1159203,128800,TP.HCM,At Risk,0.574
CUS014574,2021-08-28,2022-05-08,1,44531,44531,TP.HCM,Lost,0.658
CUS001684,2022-07-14,2024-03-09,8,4902931,612866,Hà Nội,Loyal,0.38
CUS027650,2021-06-27,2022-08-25,3,89333,29778,TP.HCM,Lost,0.946
CUS009362,2022-01-09,2023-08-16,1,284260,284260,Hà Nội,Hibernating,0.665
CUS017539,2021-05-08,2023-01-09,3,123360,41120,TP.HCM,Lost,0.776
CUS013695,2022-04-29,2023-04-30,3,226570,75523,TP.HCM,Hibernating,0.794
CUS000579,2022-12-20,2024-03-23,15,3935861,262391,Đà Nẵng,Champions,0.01
CUS001111,2023-09-17,2024-03-26,21,1856559,88408,Hà Nội,Champions,0.14
CUS018091,2020-11-21,2022-04-09,2,58873,29436,TP.HCM,Lost,0.87
CUS021907,2020-11-08,2022-08-11,1,49419,49419,TP.HCM,Lost,0.781
CUS020781,2021-09-15,2022-07-05,2,84490,42245,Đà Nẵng,Lost,0.695
CUS014317,2021-03-10,2022-07-28,3,54932,18311,TP.HCM,Lost,0.917
CUS017618,2020-08-29,2023-03-17,1,92324,92324,Hà Nội,Lost,0.927
CUS014161,2020-12-23,2022-04-08,1,93788,93788,TP.HCM,Lost,0.45
CUS005724,2023-11-15,2024-02-06,4,1070845,267711,Hà Nội,Potential Loyalists,0.361
CUS014198,2019-11-12,2022-12-23,1,46408,46408,TP.HCM,Lost,0.99
CUS026969,2021-02-19,2022-09-21,4,61654,15414,TP.HCM,Lost,0.963
CUS010023,2021-07-29,2023-05-08,2,223334,111667,TP.HCM,Hibernating,0.741
CUS007251,2023-04-11,2024-01-30,1,243995,243995,TP.HCM,Potential Loyalists,0.329
CUS000677,2023-06-10,2024-03-24,18,4515001,250833,Hà Nội,Champions,0.047
CUS020074,2019-10-14,2022-06-05,2,86351,43176,Hà Nội,Lost,0.658
CUS007539,2023-01-12,2024-01-10,8,843486,105436,Hà Nội,At Risk,0.393
CUS027750,2021-10-28,2022-12-14,1,89687,89687,Hà Nội,Lost,0.695
CUS013824,2022-01-24,2023-07-09,2,218260,109130,TP.HCM,Hibernating,0.817
CUS000783,2022-12-26,2024-03-22,20,3681905,184095,Hà Nội,Champions,0.036
CUS014921,2019-06-12,2022-07-21,2,94344,47172,TP.HCM,Lost,0.844
CUS014019,2021-10-21,2022-12-28,1,24065,24065,Hà Nội,Lost,0.847
CUS015544,2020-08-21,2023-03-01,1,133676,133676,Hải Phòng,Lost,0.846
CUS009989,2021-10-09,2023-10-27,2,554062,277031,TP.HCM,Hibernating,0.608
CUS020343,2019-11-30,2023-02-18,1,70939,70939,TP.HCM,Lost,0.886
CUS012759,2021-07-24,2023-07-15,4,462722,115680,Hà Nội,Hibernating,0.755
CUS026694,2020-06-29,2022-04-17,1,63999,63999,Hải Phòng,Lost,0.85
CUS010426,2022-08-15,2023-07-05,1,352807,352807,Hà Nội,Hibernating,0.614
CUS014098,2019-04-18,2022-11-05,1,110630,110630,TP.HCM,Lost,0.99
CUS026095,2020-04-29,2022-09-02,2,69554,34777,TP.HCM,Lost,0.653
CUS000184,2022-12-31,2024-03-16,26,1508110,58004,TP.HCM,Champions,0.083
CUS009512,2022-03-28,2023-09-24,2,468605,234302,Hà Nội,Hibernating,0.679
CUS003167,2022-07-23,2024-02-17,7,1918498,274071,TP.HCM,Loyal,0.244
CUS004062,2023-01-16,2024-02-20,12,920179,76682,Hà Nội,Loyal,0.163
CUS002298,2022-09-19,2024-03-09,10,1028003,102800,Đà Nẵng,Loyal,0.044
CUS017852,2020-10-10,2022-11-13,3,63092,21031,TP.HCM,Lost,0.838
CUS021354,2020-12-22,2022-11-12,1,41267,41267,TP.HCM,Lost,0.736
CUS014516,2020-08-12,2022-09-08,2,192923,96462,Hà Nội,Lost,0.879
CUS002837,2022-07-02,2024-02-18,10,1244264,124426,Đà Nẵng,Loyal,0.189
CUS019285,2019-06-23,2022-05-17,2,153345,76672,Cần Thơ,Lost,0.814
CUS025828,2019-07-15,2022-04-03,3,23961,7987,Cần Thơ,Lost,0.684
CUS019899,2021-12-14,2022-05-02,3,297065,99022,Đà Nẵng,Lost,0.71
CUS013191,2021-04-12,2023-09-23,3,375499,125166,TP.HCM,Hibernating,0.75
CUS001956,2022-11-01,2024-02-15,13,1459490,112268,TP.HCM,Loyal,0.281
CUS002356,2022-04-22,2024-02-29,22,916603,41664,Hà Nội,Loyal,0.183
CUS021496,2021-09-10,2022-05-14,1,18543,18543,TP.HCM,Lost,0.856
CUS017653,2021-05-10,2023-01-03,1,113888,113888,TP.HCM,Lost,0.99
CUS013680,2022-10-09,2023-09-05,2,450293,225146,TP.HCM,Hibernating,0.769
CUS007290,2024-01-21,2024-01-30,7,464991,66427,TP.HCM,Potential Loyalists,0.566
CUS025261,2019-08-19,2022-06-25,2,44048,22024,Hà Nội,Lost,0.682
CUS025780,2020-05-15,2022-06-05,2,17499,8750,Đà Nẵng,Lost,0.815
CUS012248,2021-11-16,2023-10-11,1,299548,299548,TP.HCM,Hibernating,0.922
CUS007121,2024-01-22,2024-02-01,1,1449291,1449291,TP.HCM,Potential Loyalists,0.298
CUS004563,2023-11-19,2024-02-03,2,543094,271547,TP.HCM,Potential Loyalists,0.434
CUS000534,2022-07-24,2024-03-23,19,5392618,283822,TP.HCM,Champions,0.141
CUS026999,2021-10-29,2022-12-17,1,44401,44401,Hà Nội,Lost,0.764
CUS026208,2021-11-04,2022-11-30,1,110800,110800,TP.HCM,Lost,0.859
CUS008662,2023-02-24,2024-01-11,5,1164838,232968,Hà Nội,At Risk,0.627
CUS026493,2019-06-08,2023-01-05,3,60475,20158,TP.HCM,Lost,0.868
CUS004636,2023-04-07,2024-03-10,6,336014,56002,TP.HCM,Potential Loyalists,0.368
CUS002743,2022-02-27,2024-02-21,11,595132,54103,Hải Phòng,Loyal,0.01
CUS006142,2024-01-17,2024-01-29,3,721679,240560,TP.HCM,Potential Loyalists,0.448
CUS003762,2022-12-30,2024-02-21,15,357830,23855,Hà Nội,Loyal,0.207
CUS013448,2021-12-11,2023-08-17,4,449322,112330,TP.HCM,Hibernating,0.416
CUS027806,2019-05-13,2022-04-13,3,122106,40702,Hà Nội,Lost,0.745
CUS004735,2023-07-20,2024-03-01,2,804481,402240,TP.HCM,Potential Loyalists,0.315
CUS013104,2021-11-03,2023-11-03,4,334767,83692,Hà Nội,Hibernating,0.685
CUS007444,2022-08-31,2024-01-27,5,1052351,210470,TP.HCM,At Risk,0.829
CUS009459,2023-03-09,2023-08-09,2,365108,182554,TP.HCM,Hibernating,0.612
CUS017327,2020-08-10,2022-11-09,1,228784,228784,Đà Nẵng,Lost,0.858
CUS025767,2021-01-31,2022-05-06,3,125372,41791,Hà Nội,Lost,0.842
CUS016129,2021-09-27,2022-04-27,1,45194,45194,TP.HCM,Lost,0.801
CUS023916,2021-04-09,2022-09-10,2,55542,27771,Cần Thơ,Lost,0.726
CUS013371,2022-03-20,2023-07-29,4,232154,58038,TP.HCM,Hibernating,0.764
CUS008046,2022-05-06,2023-12-22,9,915057,101673,TP.HCM,At Risk,0.63
CUS025416,2020-05-26,2022-05-10,4,145655,36414,TP.HCM,Lost,0.822
CUS011973,2022-07-12,2023-07-08,5,166567,33313,TP.HCM,Hibernating,0.838
CUS026601,2019-10-05,2022-11-27,1,79071,79071,TP.HCM,Lost,0.758
CUS005761,2023-12-14,2024-02-27,1,346467,346467,TP.HCM,Potential Loyalists,0.463
CUS017965,2021-06-18,2022-12-22,3,32904,10968,TP.HCM,Lost,0.894
CUS008523,2023-02-15,2023-12-03,10,402141,40214,TP.HCM,At Risk,0.485
CUS003993,2021-12-12,2024-03-14,6,294599,49100,Đà Nẵng,Loyal,0.01
CUS017820,2019-09-25,2022-12-10,1,52443,52443,TP.HCM,Lost,0.803
CUS021262,2019-06-03,2023-02-12,1,12191,12191,Hà Nội,Lost,0.788
CUS018041,2021-10-25,2022-11-25,2,71065,35532,Hà Nội,Lost,0.729
CUS027960,2022-03-29,2022-08-10,2,61401,30700,TP.HCM,Lost,0.854
CUS024413,2020-12-14,2023-01-28,1,42251,42251,Hải Phòng,Lost,0.856
CUS001567,2021-06-06,2024-02-26,15,333454,22230,TP.HCM,Loyal,0.297
CUS022012,2019-12-28,2022-10-02,1,32350,32350,TP.HCM,Lost,0.755
CUS026237,2021-04-23,2023-01-16,2,85904,42952,Hà Nội,Lost,0.734
CUS009103,2023-03-07,2023-10-11,4,205836,51459,TP.HCM,Hibernating,0.785
CUS001146,2023-02-19,2024-03-15,33,6471295,196100,TP.HCM,Champions,0.127
CUS004515,2023-05-27,2024-02-25,5,857105,171421,TP.HCM,Potential Loyalists,0.395
CUS025973,2019-05-20,2023-01-06,3,21358,7119,TP.HCM,Lost,0.823
CUS014766,2020-07-16,2022-11-12,1,65672,65672,TP.HCM,Lost,0.794
CUS010251,2021-06-01,2023-10-18,4,458353,114588,Đà Nẵng,Hibernating,0.597
CUS026998,2020-02-12,2023-03-13,1,141687,141687,Hải Phòng,Lost,0.782
CUS018425,2021-03-10,2022-10-14,2,56479,28240,Hà Nội,Lost,0.705
CUS017545,2019-06-05,2022-08-24,2,20827,10414,TP.HCM,Lost,0.855
CUS010839,2021-06-09,2023-09-19,2,139902,69951,TP.HCM,Hibernating,0.642
CUS025986,2021-10-09,2022-09-14,1,77515,77515,TP.HCM,Lost,0.814
CUS001545,2021-10-12,2024-02-24,14,1261954,90140,TP.HCM,Loyal,0.351
CUS020808,2020-05-13,2022-04-26,2,234341,117170,Hà Nội,Lost,0.786
CUS015706,2020-02-23,2022-04-21,2,134653,67326,Hải Phòng,Lost,0.741
CUS010797,2022-07-01,2023-05-17,6,402702,67117,TP.HCM,Hibernating,0.71
CUS004512,2023-12-24,2024-02-10,5,750108,150022,Hải Phòng,Potential Loyalists,0.224
CUS005668,2023-10-20,2024-02-01,6,424773,70796,Hà Nội,Potential Loyalists,0.043
CUS003178,2021-07-30,2024-03-13,8,1107384,138423,TP.HCM,Loyal,0.219
CUS010992,2023-02-27,2023-08-14,1,261849,261849,TP.HCM,Hibernating,0.572
CUS025902,2019-10-04,2022-12-13,2,34350,17175,TP.HCM,Lost,0.953
CUS001282,2021-04-23,2024-03-05,8,2666921,333365,Hà Nội,Loyal,0.114
CUS026924,2019-07-04,2022-04-21,2,124239,62120,TP.HCM,Lost,0.915
CUS008285,2022-12-16,2023-12-12,9,266504,29612,TP.HCM,At Risk,0.695
CUS006176,2023-10-12,2024-02-04,2,529109,264554,TP.HCM,Potential Loyalists,0.543
CUS022143,2021-09-05,2022-11-09,3,81695,27232,TP.HCM,Lost,0.99
CUS002472,2023-01-03,2024-02-15,14,1522979,108784,TP.HCM,Loyal,0.3
CUS011459,2023-01-03,2023-11-04,4,249200,62300,TP.HCM,Hibernating,0.685
CUS010295,2023-03-29,2023-06-09,3,633086,211029,Hà Nội,Hibernating,0.433
CUS005588,2023-08-19,2024-02-17,3,698753,232918,TP.HCM,Potential Loyalists,0.594
CUS009661,2022-08-12,2023-10-04,1,228597,228597,TP.HCM,Hibernating,0.762
CUS004467,2023-05-13,2024-03-01,2,1292945,646472,TP.HCM,Potential Loyalists,0.518
CUS010467,2022-12-04,2023-11-20,4,250214,62554,Đà Nẵng,Hibernating,0.444
CUS006374,2023-11-04,2024-02-15,4,1254869,313717,Cần Thơ,Potential Loyalists,0.344
CUS012739,2022-01-26,2023-07-08,4,194679,48670,TP.HCM,Hibernating,0.328
CUS025985,2019-05-30,2022-05-19,2,35858,17929,Hà Nội,Lost,0.846
CUS027600,2021-10-09,2023-01-12,1,64994,64994,Hà Nội,Lost,0.901
CUS026941,2021-07-04,2022-11-11,1,63624,63624,TP.HCM,Lost,0.959
CUS006321,2023-05-28,2024-02-18,5,443608,88722,TP.HCM,Potential Loyalists,0.464
CUS000660,2022-04-07,2024-03-16,21,3493795,166371,TP.HCM,Champions,0.2
CUS017466,2019-09-09,2023-02-17,1,83214,83214,TP.HCM,Lost,0.892
CUS015268,2019-06-18,2022-11-14,1,46297,46297,Cần Thơ,Lost,0.672
CUS012319,2022-09-24,2023-04-10,3,485295,161765,TP.HCM,Hibernating,0.767
CUS018600,2022-03-18,2022-10-26,2,42264,21132,TP.HCM,Lost,0.879
CUS010910,2023-03-15,2023-08-04,3,55457,18486,Đà Nẵng,Hibernating,0.527
CUS003600,2022-04-23,2024-03-09,5,451893,90379,TP.HCM,Loyal,0.363
CUS005903,2024-01-15,2024-02-01,2,427019,213510,TP.HCM,Potential Loyalists,0.131
CUS013102,2021-12-14,2023-09-14,6,299130,49855,Hà Nội,Hibernating,0.681
CUS021307,2022-02-15,2022-11-10,2,64991,32496,TP.HCM,Lost,0.99
CUS021436,2019-05-05,2022-08-10,1,23768,23768,Hà Nội,Lost,0.908
CUS004295,2023-04-24,2024-03-13,3,491782,163927,TP.HCM,Potential Loyalists,0.262
CUS020258,2020-03-17,2022-11-22,2,25303,12652,TP.HCM,Lost,0.775
CUS015003,2020-10-08,2022-12-07,1,73993,73993,Hà Nội,Lost,0.734
CUS013611,2023-03-02,2023-06-07,3,166024,55341,TP.HCM,Hibernating,0.754
CUS017024,2019-09-12,2023-01-25,1,57576,57576,TP.HCM,Lost,0.782
CUS021799,2020-04-12,2022-05-22,1,31183,31183,Hà Nội,Lost,0.896
CUS012286,2023-01-04,2023-05-22,1,147808,147808,TP.HCM,Hibernating,0.811
CUS012614,2022-09-02,2023-09-22,7,223555,31936,TP.HCM,Hibernating,0.843
CUS026445,2021-07-28,2022-09-23,1,248363,248363,TP.HCM,Lost,0.883
CUS004040,2022-06-25,2024-02-20,13,1121247,86250,TP.HCM,Loyal,0.364
CUS009870,2021-06-03,2023-05-09,2,278998,139499,TP.HCM,Hibernating,0.915
CUS026905,2020-01-19,2022-12-31,1,88991,88991,TP.HCM,Lost,0.99
CUS021281,2021-06-16,2023-01-31,2,132772,66386,Hải Phòng,Lost,0.844
CUS010679,2021-08-30,2023-08-25,3,470467,156822,TP.HCM,Hibernating,0.622
CUS003915,2022-03-08,2024-03-13,15,1296147,86410,TP.HCM,Loyal,0.204
CUS026335,2022-01-09,2023-02-04,3,72669,24223,TP.HCM,Lost,0.767
CUS021292,2021-03-28,2022-07-21,3,81408,27136,TP.HCM,Lost,0.784
CUS015724,2021-10-14,2023-02-14,1,167312,167312,TP.HCM,Lost,0.99
CUS022727,2019-06-04,2022-05-05,1,59492,59492,TP.HCM,Lost,0.815
CUS015772,2022-01-16,2022-11-29,1,51244,51244,Đà Nẵng,Lost,0.729
CUS002345,2023-01-06,2024-03-16,12,866216,72185,Hà Nội,Loyal,0.297
CUS003077,2021-10-26,2024-03-14,11,578866,52624,Cần Thơ,Loyal,0.16
CUS024935,2020-06-06,2022-06-25,2,71255,35628,TP.HCM,Lost,0.871
CUS005606,2023-06-14,2024-02-04,4,550539,137635,Đà Nẵng,Potential Loyalists,0.181
CUS010500,2021-06-21,2023-09-20,4,464610,116152,TP.HCM,Hibernating,0.677
CUS018140,2021-09-10,2022-11-09,2,102339,51170,TP.HCM,Lost,0.825
CUS006324,2023-10-12,2024-03-01,3,464090,154697,Hà Nội,Potential Loyalists,0.344
CUS014907,2021-10-20,2022-05-05,3,26777,8926,TP.HCM,Lost,0.99
CUS022909,2021-02-17,2022-12-14,2,204463,102232,Hà Nội,Lost,0.846
CUS014669,2021-04-04,2022-12-13,1,40616,40616,TP.HCM,Lost,0.842
CUS026671,2021-09-13,2022-10-18,2,105593,52796,Hải Phòng,Lost,0.722
CUS007896,2023-07-02,2023-12-14,6,891460,148577,TP.HCM,At Risk,0.564
CUS019063,2022-01-29,2022-08-23,3,67857,22619,TP.HCM,Lost,0.824
CUS019162,2021-01-18,2022-05-15,2,328950,164475,Đà Nẵng,Lost,0.895
CUS014324,2020-06-07,2023-03-03,1,172135,172135,Hà Nội,Lost,0.694
CUS021947,2021-09-18,2022-08-23,2,136227,68114,Đà Nẵng,Lost,0.494
CUS009042,2023-03-23,2023-07-27,1,842112,842112,TP.HCM,Hibernating,0.421
CUS016243,2021-06-10,2023-01-12,3,144354,48118,Hà Nội,Lost,0.707
CUS012017,2022-10-20,2023-04-29,5,375591,75118,TP.HCM,Hibernating,0.896
CUS007529,2023-09-15,2023-12-19,5,337943,67589,TP.HCM,At Risk,0.757
CUS007201,2023-05-18,2024-02-22,4,706466,176616,TP.HCM,Potential Loyalists,0.273
CUS021174,2021-04-16,2022-09-15,2,45477,22738,Hà Nội,Lost,0.925
CUS019173,2019-08-04,2022-07-08,1,54004,54004,TP.HCM,Lost,0.947
CUS019713,2020-02-03,2022-12-18,1,45828,45828,Hà Nội,Lost,0.867
CUS010163,2021-11-24,2023-08-09,1,405597,405597,TP.HCM,Hibernating,0.709
CUS026562,2019-11-07,2022-06-10,2,38873,19436,Hải Phòng,Lost,0.725
CUS021050,2021-12-05,2022-11-16,3,83904,27968,TP.HCM,Lost,0.908
CUS000158,2022-06-19,2024-03-15,19,8750092,460531,TP.HCM,Champions,0.218
CUS004077,2023-01-07,2024-02-19,11,739164,67197,TP.HCM,Loyal,0.363
CUS008381,2022-12-18,2024-01-06,9,539504,59945,Đà Nẵng,At Risk,0.329
CUS003578,2022-09-29,2024-03-13,11,1144346,104031,Hà Nội,Loyal,0.145
CUS027092,2021-02-26,2022-04-03,1,55475,55475,TP.HCM,Lost,0.85
CUS021139,2019-06-21,2022-04-08,1,86483,86483,Hà Nội,Lost,0.915
CUS006210,2023-04-12,2024-02-18,7,619683,88526,TP.HCM,Potential Loyalists,0.267
CUS005857,2024-01-14,2024-02-18,2,808998,404499,Hà Nội,Potential Loyalists,0.256
CUS021125,2020-05-24,2023-01-21,2,190359,95180,TP.HCM,Lost,0.713
CUS024407,2019-08-06,2022-10-02,2,29924,14962,TP.HCM,Lost,0.916
CUS019518,2020-12-26,2022-04-02,1,73732,73732,TP.HCM,Lost,0.69
CUS015818,2020-05-22,2023-01-23,1,58450,58450,Hà Nội,Lost,0.695
CUS006115,2023-05-16,2024-01-30,2,194665,97332,Đà Nẵng,Potential Loyalists,0.491
CUS024791,2021-09-16,2023-01-29,1,116101,116101,Cần Thơ,Lost,0.785
CUS008144,2023-05-01,2023-12-06,10,637861,63786,TP.HCM,At Risk,0.724
CUS027732,2019-10-03,2022-07-05,2,44901,22450,TP.HCM,Lost,0.87
CUS027857,2020-04-14,2022-05-29,1,93138,93138,Cần Thơ,Lost,0.617
CUS004067,2021-05-04,2024-03-12,13,5236788,402830,Hà Nội,Loyal,0.183
CUS018822,2021-01-02,2023-02-27,2,92141,46070,Hà Nội,Lost,0.691
CUS009860,2021-06-01,2023-07-05,3,606033,202011,Hà Nội,Hibernating,0.803
CUS003014,2023-03-25,2024-02-28,9,893939,99327,TP.HCM,Loyal,0.152
